,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
KX000175.1,KX000175.1,11021.0,Eastern equine encephalitis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[329109],['Culiseta melanura'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,Biota,Biota,Invertebrate,,Invertebrate
KU840306.1,KU840306.1,11021.0,Eastern equine encephalitis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[9796],['Equus caballus'],Metazoa,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Biota,Biota,Chordata,Mammalia,Mammalia
KR260736.1,KR260736.1,11036.0,Venezuelan equine encephalitis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[1114792],['Equus ferus'],Metazoa,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Biota,Biota,Chordata,Mammalia,Mammalia
KC590347.1,KC590347.1,675077.0,Plum bark necrosis stem pitting-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[102107],['Prunus mume'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
KC590346.1,KC590346.1,675077.0,Plum bark necrosis stem pitting-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[88123],['Prunus salicina'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
KM058745.1,KM058745.1,55951.0,Grapevine leafroll-associated virus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
KP313764.1,KP313764.1,70177.0,Grapevine leafroll-associated virus 4,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
KF220376.1,KF220376.1,64003.0,Grapevine leafroll-associated virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
KJ207374.1,KJ207374.1,12253.0,Tomato mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[205567],['Solanum muricatum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
KJ469626.1,KJ469626.1,1440170.0,Madariaga virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[10035],['Mesocricetus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Biota,Biota,Chordata,Mammalia,Mammalia
KJ469589.1,KJ469589.1,1440170.0,Madariaga virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[10035],['Mesocricetus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Biota,Biota,Chordata,Mammalia,Mammalia
KF007212.1,KF007212.1,1206566.0,Blueberry virus A,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Bluvavirus,[69266],['Vaccinium corymbosum'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Biota,Biota,Viridiplantae,,Viridiplantae
KF007211.1,KF007211.1,1206566.0,Blueberry virus A,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Bluvavirus,[69266],['Vaccinium corymbosum'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Biota,Biota,Viridiplantae,,Viridiplantae
JQ423939.1,JQ423939.1,55951.0,Grapevine leafroll-associated virus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
KC344476.1,KC344476.1,11036.0,Venezuelan equine encephalitis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Mammalia,Mammalia
KC344458.1,KC344458.1,11036.0,Venezuelan equine encephalitis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[10036],['Mesocricetus auratus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Biota,Biota,Chordata,Mammalia,Mammalia
KC344448.1,KC344448.1,11036.0,Venezuelan equine encephalitis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[10036],['Mesocricetus auratus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Biota,Biota,Chordata,Mammalia,Mammalia
KC344440.1,KC344440.1,11036.0,Venezuelan equine encephalitis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[10036],['Mesocricetus auratus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Biota,Biota,Chordata,Mammalia,Mammalia
JX559640.1,JX559640.1,71032.0,Grapevine leafroll-associated virus 5,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
JX266713.1,JX266713.1,12162.0,Citrus tristeza virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[37334],['Citrus grandis'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
JQ655295.1,JQ655295.1,55951.0,Grapevine leafroll-associated virus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
JQ798289.1,JQ798289.1,12162.0,Citrus tristeza virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[85571],['Citrus reticulata'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
DQ448618.1,DQ448618.1,12295.0,Tobacco rattle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobravirus,[368043],['Paratrichodorus divergens'],Metazoa,Nematoda,Enoplea,Triplonchida,Trichodoridae,Paratrichodorus,Biota,Biota,Invertebrate,,Invertebrate
DQ448616.1,DQ448616.1,12295.0,Tobacco rattle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobravirus,[70244],['Trichodorus primitivus'],Metazoa,Nematoda,Enoplea,Triplonchida,Trichodoridae,Trichodorus,Biota,Biota,Invertebrate,,Invertebrate
DQ448613.1,DQ448613.1,12295.0,Tobacco rattle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobravirus,[190393],['Paratrichodorus hispanus'],Metazoa,Nematoda,Enoplea,Triplonchida,Trichodoridae,Paratrichodorus,Biota,Biota,Invertebrate,,Invertebrate
AY726732.1,AY726732.1,37124.0,Chikungunya virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[299627],['Aedes furcifer'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
EU715989.1,EU715989.1,217686.0,Little cherry virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Velarivirus,[140311],['Prunus cerasus'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
GQ433359.1,GQ433359.1,11029.0,Ross River virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[569589],['Aedes vigilax'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Ochlerotatus,Biota,Biota,Invertebrate,,Invertebrate
EU564334.1,EU564334.1,37124.0,Chikungunya virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Mammalia,Mammalia
GQ903772.1,GQ903772.1,12295.0,Tobacco rattle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobravirus,[4113],['Solanum tuberosum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
MN087414.1,MN087414.1,46436.0,Beet soil-borne virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pomovirus,[161934],['Beta vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Biota,Biota,Viridiplantae,,Viridiplantae
MG913810.1,MG913810.1,44421.0,Lychnis ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Hordeivirus,[265240],['Lychnis'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Biota,Biota,Viridiplantae,,Viridiplantae
MG913809.1,MG913809.1,44421.0,Lychnis ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Hordeivirus,[265240],['Lychnis'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Biota,Biota,Viridiplantae,,Viridiplantae
MG800789.1,MG800789.1,2171525.0,Peanut virus C,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[3818],['Arachis hypogaea'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Biota,Biota,Viridiplantae,,Viridiplantae
KT736088.1,KT736088.1,28375.0,Soil-borne wheat mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Furovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
KM434204.1,KM434204.1,12305.0,Cucumber mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,[14366],['Cymbidium'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Cymbidium,Biota,Biota,Viridiplantae,,Viridiplantae
JN135294.1,JN135294.1,12313.0,Peanut stunt virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,[3888],['Pisum sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pisum,Biota,Biota,Viridiplantae,,Viridiplantae
GU327363.1,GU327363.1,12305.0,Cucumber mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,[711056],['Rudbeckia hirta var. pulcherrima'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Rudbeckia,Biota,Biota,Viridiplantae,,Viridiplantae
EU723570.1,EU723570.1,12305.0,Cucumber mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,[199225],['Pinellia ternata'],Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Araceae,Pinellia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001440.1,NC_001440.1,12305.0,Cucumber mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,"[3663, 3656, 4097]","['Cucurbita pepo', 'Cucumis melo', 'Nicotiana tabacum']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001512.1,NC_001512.1,2169701.0,Onyong-nyong virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Mammalia,Mammalia
NC_001556.1,NC_001556.1,12241.0,Tobacco mild green mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,"[4072, 4097, 4090, 43071]","['Capsicum annuum', 'Nicotiana tabacum', 'Nicotiana glauca', 'Eryngium planum']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001598.1,NC_001598.1,12161.0,Beet yellows virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[161934],['Beta vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002028.2,NC_002028.2,12302.0,Brome mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,[15371],['Bromus inermis'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Bromus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002359.1,NC_002359.1,83544.0,Chinese wheat mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Furovirus,[4564],['Triticum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003464.1,NC_003464.1,12319.0,Apple mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[3750, 13450, 3504, 3659]","['Malus domestica', 'Corylus', 'Betula', 'Cucumis sativus']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003469.1,NC_003469.1,12327.0,Barley stripe mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Hordeivirus,"[4565, 4513]","['Triticum aestivum', 'Hordeum vulgare']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003481.1,NC_003481.1,12327.0,Barley stripe mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Hordeivirus,"[4565, 4513]","['Triticum aestivum', 'Hordeum vulgare']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003511.1,NC_003511.1,71972.0,Beet virus Q,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pomovirus,[161934],['Beta vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003542.1,NC_003542.1,12303.0,Cowpea chlorotic mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3917, 3847]","['Vigna unguiculata', 'Glycine max']",Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003570.1,NC_003570.1,56486.0,Elm mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[172265, 63459]","['Ulmus glabra', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003668.1,NC_003668.1,28355.0,Peanut clump virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pecluvirus,"[4555, 4558, 91525, 3818]","['Setaria italica', 'Sorghum bicolor', 'Sorghum arundinaceum', 'Arachis hypogaea']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003740.1,NC_003740.1,12451.0,Raspberry bushy dwarf virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Mayoviridae,Idaeovirus,"[75100, 75079, 32247]","['Rubus ursinus', 'Rubus occidentalis', 'Rubus idaeus']",Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003836.1,NC_003836.1,12315.0,Tomato aspermy virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,"[4688, 4627, 4081, 41568]","['Lilium', 'Canna', 'Solanum lycopersicum', 'Chrysanthemum x morifolium']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003838.1,NC_003838.1,12315.0,Tomato aspermy virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,"[4688, 4627, 4081, 41568]","['Lilium', 'Canna', 'Solanum lycopersicum', 'Chrysanthemum x morifolium']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003844.1,NC_003844.1,12317.0,Tobacco streak virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[4686, 34274, 137000, 57577, 3885, 47082, 3847, 4097, 35889, 4085, 41562]","['Asparagus officinalis', 'Gossypium herbaceum', 'Rosa setigera', 'Trifolium pratense', 'Phaseolus vulgaris', 'Melilotus albus', 'Glycine max', 'Nicotiana tabacum', 'Nicotiana glutinosa', 'Nicotiana', 'Dahlia']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004008.1,NC_004008.1,12301.0,Broad bean mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3906, 3888, 3885, 47082, 3859, 3827, 63459, 221775, 4097, 35889, 81866, 4100]","['Vicia faba', 'Pisum sativum', 'Phaseolus vulgaris', 'Melilotus albus', 'Lathyrus odoratus', 'Cicer arietinum', 'Chenopodium quinoa', 'Gomphrena globosa', 'Nicotiana tabacum', 'Nicotiana glutinosa', 'Nicotiana clevelandii', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004015.1,NC_004015.1,107804.0,Sorghum chlorotic spot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Furovirus,"[4577, 63459, 66262, 81866]","['Zea mays', 'Chenopodium quinoa', 'Chenopodium amaranticolor', 'Nicotiana clevelandii']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004424.1,NC_004424.1,79918.0,Broad bean necrosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pomovirus,[3906],['Vicia faba'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004425.1,NC_004425.1,79918.0,Broad bean necrosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pomovirus,[3906],['Vicia faba'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004729.1,NC_004729.1,32629.0,Indian peanut clump virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pecluvirus,"[3885, 3818, 4100]","['Phaseolus vulgaris', 'Arachis hypogaea', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005848.1,NC_005848.1,64958.0,Parietaria mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[13187, 63459, 4081, 4072, 23110]","['Parietaria officinalis', 'Chenopodium quinoa', 'Solanum lycopersicum', 'Capsicum annuum', 'Hydrangea macrophylla']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005849.1,NC_005849.1,64958.0,Parietaria mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[13187, 63459, 4081, 4072, 23110]","['Parietaria officinalis', 'Chenopodium quinoa', 'Solanum lycopersicum', 'Capsicum annuum', 'Hydrangea macrophylla']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005896.2,NC_005896.2,227507.0,Strawberry pallidosis-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[3747],['Fragaria x ananassa'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006062.1,NC_006062.1,103881.0,Potato yellow vein virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[80418],['Solanum tuberosum subsp. andigenum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007001.1,NC_007001.1,300879.0,Cassia yellow blotch virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3702, 3917, 948718, 53851, 63459, 221775, 4100]","['Arabidopsis thaliana', 'Vigna unguiculata', 'Senna sophera', 'Cassia', 'Chenopodium quinoa', 'Gomphrena globosa', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007340.1,NC_007340.1,67754.0,Tomato chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[4081],['Solanum lycopersicum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007341.1,NC_007341.1,67754.0,Tomato chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[4081],['Solanum lycopersicum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007448.1,NC_007448.1,64003.0,Grapevine leafroll-associated virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007648.1,NC_007648.1,310749.0,Vicia faba alphaendornavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[3906],['Vicia faba'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008169.1,NC_008169.1,347219.0,Citrus leprosis virus C,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Cilevirus,[2711],['Citrus sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008708.2,NC_008708.2,243563.0,Strawberry necrotic shock virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[3747, 57918, 3746, 23216]","['Fragaria x ananassa', 'Fragaria vesca', 'Fragaria', 'Rubus']",Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_009536.1,NC_009536.1,37127.0,Citrus variegation virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[2706],['Citrus'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_009537.1,NC_009537.1,37127.0,Citrus variegation virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[37656, 64884, 3885, 4100]","['Citrus x paradisi', 'Citrus jambhiri', 'Phaseolus vulgaris', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_009642.1,NC_009642.1,368735.0,Bell pepper mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,"[4111, 4071, 35889, 4100]","['Solanum melongena', 'Capsicum', 'Nicotiana glutinosa', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010561.1,NC_010561.1,267970.0,Bean yellow disorder virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[3885],['Phaseolus vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011553.1,NC_011553.1,339420.0,Blackberry chlorotic ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[3746, 23216]","['Fragaria', 'Rubus']",Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
